SensorBelt_detectionDistance (Meters),robot1_jointAngle1 (Degrees),robot1_jointAngle2 (Degrees),robot1_jointAngle3 (Degrees),robot1_jointAngle4 (Degrees),robot1_jointAngle5 (Degrees),robot1_jointAngle6 (Degrees),robot1_jointAngle7 (Degrees),robot2_jointAngle1 (Degrees),robot2_jointAngle2 (Degrees),robot2_jointAngle3 (Degrees),robot2_jointAngle4 (Degrees),robot2_jointAngle5 (Degrees),robot2_jointAngle6 (Degrees),robot2_jointAngle7 (Degrees),robot1_joint1_velocity (Degrees/Seconds),robot1_joint2_velocity (Degrees/Seconds),robot1_joint3_velocity (Degrees/Seconds),robot1_joint4_velocity (Degrees/Seconds),robot1_joint5_velocity (Degrees/Seconds),robot1_joint6_velocity (Degrees/Seconds),robot1_joint7_velocity (Degrees/Seconds),robot2_joint1_velocity (Degrees/Seconds),robot2_joint2_velocity (Degrees/Seconds),robot2_joint3_velocity (Degrees/Seconds),robot2_joint4_velocity (Degrees/Seconds),robot2_joint5_velocity (Degrees/Seconds),robot2_joint6_velocity (Degrees/Seconds),robot2_joint7_velocity (Degrees/Seconds),beltSpeed (Centimeters/Second),torque (Newtonmeter),sensorShelf_detectionDistance (Meters),powerConsumptionGripper (Watt)
100.0,39.86,-85.519,130.18,-27.075,-19.438,20.378,20.378,40.863,6.7854,21.205,-66.831,-46.748,49.995,49.995,2.2469,1.8234,9.8592,8.9924,1.0398,-2.1806,-2.1806,1.2837,-4.0921,-8.9456,10.76,0.67851,-2.8495,-2.8495,0.0,1,100,50
100.0,39.95,-85.399,130.67,-26.557,-19.422,20.227,20.227,40.904,6.5826,20.718,-66.252,-46.726,49.799,49.799,1.8021,2.4072,9.8508,10.364,0.3134,-3.0282,-3.0282,0.82154,-4.057,-9.7362,11.577,0.44383,-3.9285,-3.9285,0.0,1,100,50
100.0,40.03,-85.261,131.18,-26.007,-19.433,20.053,20.053,40.944,6.4063,20.201,-65.664,-46.723,49.582,49.582,1.5925,2.7591,10.013,10.996,-0.22137,-3.4719,-3.4719,0.79497,-3.5252,-10.341,11.755,0.067824,-4.3323,-4.3323,0.0,1,100,50
100.0,40.108,-85.115,131.68,-25.441,-19.463,19.864,19.864,40.985,6.2531,19.66,-65.077,-46.74,49.359,49.359,1.5521,2.9188,10.192,11.325,-0.59037,-3.7753,-3.7753,0.81894,-3.065,-10.821,11.744,-0.34014,-4.4664,-4.4664,0.0,1,100,50
100.0,40.185,-84.968,132.2,-24.864,-19.504,19.666,19.666,41.028,6.1216,19.1,-64.494,-46.774,49.133,49.133,1.5405,2.9422,10.371,11.532,-0.82823,-3.9751,-3.9751,0.85391,-2.6286,-11.205,11.65,-0.6863,-4.504,-4.504,0.0,1,100,50
100.0,40.261,-84.824,132.73,-24.281,-19.554,19.46,19.46,41.072,6.0089,18.523,-63.918,-46.823,48.909,48.909,1.5331,2.8698,10.555,11.663,-0.99154,-4.1095,-4.1095,0.87563,-2.2542,-11.537,11.522,-0.9789,-4.4792,-4.4792,0.0,1,100,50
100.0,40.337,-84.688,133.27,-23.693,-19.609,19.25,19.25,41.116,5.913,17.931,-63.35,-46.884,48.688,48.688,1.5173,2.728,10.745,11.747,-1.1061,-4.1965,-4.1965,0.88683,-1.9183,-11.83,11.376,-1.2219,-4.4229,-4.4229,0.0,1,100,50
100.0,40.41,-84.562,133.81,-23.103,-19.668,19.038,19.038,41.16,5.8332,17.327,-62.789,-46.955,48.47,48.47,1.4638,2.5257,10.932,11.806,-1.1811,-4.2445,-4.2445,0.88731,-1.595,-12.092,11.221,-1.4154,-4.3585,-4.3585,0.0,1,100,50
100.0,40.481,-84.447,134.37,-22.511,-19.73,18.825,18.825,41.204,5.7677,16.71,-62.235,-47.034,48.257,48.257,1.4093,2.2817,11.128,11.84,-1.2339,-4.2696,-4.2696,0.87754,-1.3119,-12.339,11.069,-1.5824,-4.2782,-4.2782,0.0,1,100,50
100.0,40.549,-84.347,134.94,-21.919,-19.794,18.611,18.611,41.248,5.7151,16.081,-61.689,-47.121,48.047,48.047,1.3704,2.015,11.332,11.849,-1.2789,-4.2757,-4.2757,0.86812,-1.0517,-12.569,10.914,-1.732,-4.185,-4.185,0.0,1,100,50
100.0,40.617,-84.259,135.52,-21.327,-19.86,18.397,18.397,41.291,5.6746,15.442,-61.152,-47.214,47.843,47.843,1.362,1.7499,11.548,11.832,-1.3296,-4.267,-4.267,0.87215,-0.81017,-12.78,10.755,-1.8715,-4.0795,-4.0795,0.0,1,100,50
100.0,40.689,-84.183,136.1,-20.738,-19.931,18.185,18.185,41.337,5.6448,14.794,-60.622,-47.315,47.646,47.646,1.4265,1.5327,11.793,11.775,-1.4159,-4.2487,-4.2487,0.90821,-0.59608,-12.974,10.587,-2.0203,-3.9489,-3.9489,0.0,1,100,50
100.0,40.763,-84.116,136.71,-20.153,-20.007,17.974,17.974,41.383,5.6266,14.135,-60.102,-47.422,47.454,47.454,1.4796,1.324,12.019,11.713,-1.52,-4.2209,-4.2209,0.93533,-0.363,-13.162,10.41,-2.1419,-3.8296,-3.8296,0.0,1,100,50
100.0,40.837,-84.062,137.32,-19.57,-20.088,17.765,17.765,41.43,5.6207,13.468,-59.59,-47.534,47.268,47.268,1.4888,1.0958,12.222,11.658,-1.6149,-4.1847,-4.1847,0.94263,-0.11879,-13.35,10.239,-2.2366,-3.7318,-3.7318,0.0,1,100,50
100.0,40.911,-84.018,137.94,-18.99,-20.173,17.558,17.558,41.478,5.6265,12.791,-59.086,-47.65,47.086,47.086,1.4834,0.86347,12.43,11.601,-1.7007,-4.1427,-4.1427,0.94803,0.1168,-13.537,10.081,-2.3215,-3.6391,-3.6391,0.0,1,100,50
100.0,40.946,-83.949,138.49,-18.421,-20.265,17.303,17.303,41.503,5.5098,12.243,-58.558,-47.806,46.849,46.85,0.69005,1.3945,11.083,11.382,-1.8349,-5.0914,-5.0914,0.50748,-2.3336,-10.962,10.552,-3.1233,-4.7262,-4.7262,0.0,1,100,50
100.0,40.924,-83.804,138.95,-17.849,-20.36,16.998,16.998,41.49,5.2274,11.857,-57.997,-47.98,46.549,46.549,-0.43269,2.8878,9.0795,11.428,-1.9039,-6.1005,-6.1005,-0.26733,-5.649,-7.7236,11.23,-3.4716,-6.0004,-6.0004,0.0,1,100,50
100.0,40.885,-83.593,139.37,-17.257,-20.448,16.704,16.704,41.452,4.9139,11.487,-57.434,-48.106,46.257,46.257,-0.78971,4.2272,8.447,11.85,-1.7595,-5.8732,-5.8732,-0.75228,-6.2693,-7.3976,11.249,-2.5268,-5.8587,-5.8587,0.0,1,100,50
100.0,40.837,-83.337,139.77,-16.653,-20.525,16.421,16.421,41.398,4.5835,11.126,-56.876,-48.203,45.975,45.975,-0.95882,5.128,7.9902,12.069,-1.5408,-5.6656,-5.6656,-1.077,-6.6075,-7.2107,11.172,-1.9257,-5.6214,-5.6214,0.0,1,100,50
100.0,40.783,-83.05,140.15,-16.043,-20.591,16.146,16.146,41.333,4.245,10.77,-56.321,-48.279,45.706,45.706,-1.0704,5.7288,7.684,12.2,-1.3194,-5.4934,-5.4934,-1.3066,-6.7705,-7.1325,11.088,-1.5387,-5.3824,-5.3824,0.0,1,100,50
100.0,40.725,-82.744,140.53,-15.429,-20.647,15.878,15.878,41.259,3.9026,10.415,-55.77,-48.345,45.447,45.447,-1.1697,6.1252,7.4747,12.286,-1.1267,-5.3664,-5.3664,-1.4796,-6.8494,-7.1002,11.023,-1.3042,-5.1834,-5.1834,0.0,1,100,50
100.0,40.661,-82.425,140.89,-14.812,-20.696,15.614,15.614,41.178,3.5582,10.06,-55.221,-48.403,45.196,45.196,-1.2691,6.385,7.3274,12.348,-0.976,-5.2832,-5.2832,-1.6209,-6.8864,-7.0859,10.981,-1.1747,-5.0333,-5.0333,0.0,1,100,50
100.0,40.594,-82.098,141.26,-14.191,-20.739,15.354,15.354,41.092,3.2177,9.7007,-54.673,-48.457,44.952,44.952,-1.3404,6.5318,7.2979,12.416,-0.85948,-5.1929,-5.1929,-1.7272,-6.8103,-7.194,10.952,-1.079,-4.88,-4.88,0.0,1,100,50
100.0,40.524,-81.769,141.62,-13.567,-20.778,15.098,15.098,41.001,2.8835,9.3335,-54.127,-48.509,44.714,44.714,-1.3986,6.5835,7.3315,12.475,-0.78031,-5.1204,-5.1204,-1.8089,-6.6845,-7.3431,10.932,-1.0385,-4.7494,-4.7494,0.0,1,100,50
100.0,40.452,-81.441,141.99,-12.941,-20.815,14.845,14.845,40.908,2.5573,8.9575,-53.581,-48.561,44.482,44.482,-1.4483,6.5626,7.414,12.523,-0.73575,-5.0614,-5.0614,-1.8728,-6.5228,-7.5209,10.917,-1.0387,-4.638,-4.638,0.0,1,100,50
100.0,40.378,-81.116,142.37,-12.313,-20.851,14.595,14.595,40.811,2.2406,8.5715,-53.036,-48.615,44.255,44.255,-1.4903,6.4864,7.5345,12.565,-0.7197,-5.0112,-5.0112,-1.9234,-6.3359,-7.7194,10.905,-1.0666,-4.5415,-4.5415,0.0,1,100,50
100.0,40.301,-80.798,142.76,-11.683,-20.887,14.346,14.346,40.713,1.9342,8.1749,-52.491,-48.67,44.032,44.032,-1.5258,6.3668,7.6842,12.601,-0.73001,-4.9681,-4.9681,-1.9633,-6.128,-7.933,10.894,-1.1163,-4.4574,-4.4574,0.0,1,100,50
100.0,40.223,-80.487,143.15,-11.051,-20.925,14.1,14.1,40.613,1.6389,7.767,-51.947,-48.729,43.813,43.813,-1.5561,6.2148,7.8577,12.629,-0.76051,-4.929,-4.929,-1.9956,-5.905,-8.1583,10.882,-1.1798,-4.3814,-4.3814,0.0,1,100,50
100.0,40.144,-80.186,143.55,-10.418,-20.966,13.855,13.855,40.512,1.3553,7.3475,-51.404,-48.792,43.598,43.598,-1.5826,6.0365,8.0487,12.652,-0.80723,-4.8921,-4.8921,-2.0221,-5.6719,-8.3898,10.868,-1.2546,-4.3124,-4.3124,0.0,1,100,50
100.0,40.064,-79.894,143.96,-9.785,-21.009,13.612,13.612,40.41,1.0837,6.9161,-50.861,-48.859,43.385,43.385,-1.6054,5.8383,8.2539,12.669,-0.86709,-4.8564,-4.8564,-2.0434,-5.4313,-8.6274,10.852,-1.3358,-4.2475,-4.2475,0.0,1,100,50
100.0,39.983,-79.612,144.39,-9.151,-21.056,13.371,13.371,40.307,0.82449,6.4727,-50.319,-48.93,43.176,43.176,-1.6255,5.6251,8.4692,12.681,-0.93717,-4.8204,-4.8204,-2.0611,-5.1852,-8.8675,10.833,-1.4226,-4.186,-4.186,0.0,1,100,50
100.0,39.901,-79.342,144.82,-8.5167,-21.107,13.132,13.132,40.203,0.57766,6.0173,-49.779,-49.006,42.97,42.97,-1.6442,5.4001,8.6918,12.686,-1.0131,-4.7822,-4.7822,-2.0763,-4.9365,-9.1089,10.81,-1.5102,-4.1248,-4.1248,0.0,1,100,50
100.0,39.817,-79.084,145.27,-7.8823,-21.161,12.895,12.895,40.099,0.3435,5.5496,-49.24,-49.086,42.766,42.766,-1.661,5.1655,8.9213,12.688,-1.0978,-4.7448,-4.7448,-2.0891,-4.6832,-9.3528,10.786,-1.6021,-4.0669,-4.0669,0.0,1,100,50
100.0,39.734,-78.838,145.73,-7.2481,-21.221,12.66,12.66,39.994,0.12207,5.0697,-48.702,-49.17,42.566,42.566,-1.6761,4.9243,9.1555,12.684,-1.187,-4.7057,-4.7057,-2.0999,-4.4286,-9.5985,10.757,-1.6946,-4.0095,-4.0095,0.0,1,100,50
100.0,39.649,-78.604,146.2,-6.6143,-21.285,12.426,12.426,39.888,-0.086613,4.5776,-48.165,-49.26,42.368,42.368,-1.6908,4.6777,9.3934,12.676,-1.2793,-4.665,-4.665,-2.1098,-4.1737,-9.8427,10.727,-1.7888,-3.9517,-3.9517,0.0,1,100,50
100.0,39.564,-78.383,146.68,-5.9812,-21.353,12.195,12.195,39.782,-0.28248,4.0732,-47.631,-49.354,42.174,42.174,-1.7049,4.4271,9.6336,12.663,-1.3738,-4.622,-4.622,-2.1179,-3.9174,-10.088,10.694,-1.8816,-3.894,-3.894,0.0,1,100,50
100.0,39.478,-78.174,147.17,-5.3489,-21.427,11.966,11.966,39.676,-0.46561,3.5566,-47.098,-49.453,41.982,41.982,-1.7185,4.1741,9.874,12.646,-1.4692,-4.5765,-4.5765,-2.1258,-3.6626,-10.332,10.657,-1.974,-3.8353,-3.8353,0.0,1,100,50
100.0,39.391,-77.978,147.68,-4.7176,-21.505,11.74,11.74,39.57,-0.63592,3.0278,-46.567,-49.556,41.793,41.793,-1.7317,3.9189,10.117,12.625,-1.5658,-4.5299,-4.5299,-2.133,-3.4062,-10.576,10.62,-2.066,-3.7763,-3.7763,0.0,1,100,50
100.0,39.304,-77.795,148.19,-4.0877,-21.588,11.516,11.516,39.463,-0.79348,2.4868,-46.038,-49.664,41.607,41.607,-1.7451,3.6625,10.36,12.6,-1.6634,-4.4809,-4.4809,-2.1395,-3.1511,-10.82,10.579,-2.1576,-3.7166,-3.7166,0.0,1,100,50
100.0,39.216,-77.625,148.72,-3.4591,-21.676,11.294,11.294,39.355,-0.93831,1.9336,-45.511,-49.776,41.424,41.424,-1.758,3.4051,10.605,12.572,-1.7612,-4.4304,-4.4304,-2.146,-2.8966,-11.064,10.538,-2.2488,-3.6567,-3.6567,0.0,1,100,50
100.0,39.128,-77.467,149.27,-2.832,-21.769,11.075,11.076,39.248,-1.0704,1.3682,-44.986,-49.893,41.244,41.244,-1.7711,3.1478,10.849,12.54,-1.8595,-4.378,-4.378,-2.1519,-2.6425,-11.308,10.494,-2.3389,-3.5958,-3.5958,0.0,1,100,50
100.0,39.038,-77.323,149.82,-2.2067,-21.867,10.859,10.859,39.14,-1.1898,0.79062,-44.464,-50.015,41.068,41.068,-1.7839,2.8894,11.094,12.506,-1.9583,-4.3242,-4.3242,-2.1573,-2.3883,-11.552,10.448,-2.4297,-3.5346,-3.5346,0.0,1,100,50
100.0,38.949,-77.191,150.39,-1.5833,-21.97,10.646,10.646,39.032,-1.2966,0.20078,-43.944,-50.141,40.894,40.894,-1.7972,2.6315,11.339,12.468,-2.0558,-4.2686,-4.2686,-2.1635,-2.135,-11.797,10.402,-2.5188,-3.4725,-3.4725,0.0,1,100,50
100.0,38.858,-77.072,150.97,-0.96195,-22.078,10.435,10.435,38.923,-1.3907,-0.40125,-43.426,-50.271,40.724,40.724,-1.8105,2.3739,11.585,12.428,-2.1527,-4.2112,-4.2112,-2.1691,-1.883,-12.041,10.353,-2.6072,-3.4097,-3.4097,0.0,1,100,50
100.0,38.767,-76.967,151.56,-0.34271,-22.19,10.228,10.228,38.814,-1.4723,-1.0155,-42.911,-50.406,40.556,40.556,-1.8238,2.1164,11.83,12.385,-2.2495,-4.1518,-4.1518,-2.1739,-1.6305,-12.285,10.304,-2.6946,-3.3456,-3.3456,0.0,1,100,50
100.0,38.675,-76.874,152.16,0.27426,-22.307,10.023,10.023,38.705,-1.5412,-1.6421,-42.398,-50.545,40.392,40.392,-1.8369,1.8597,12.076,12.339,-2.3452,-4.0911,-4.0911,-2.1797,-1.3793,-12.531,10.254,-2.7814,-3.2814,-3.2814,0.0,1,100,50
100.0,38.582,-76.793,152.78,0.88879,-22.429,9.8218,9.8218,38.596,-1.5977,-2.2808,-41.888,-50.688,40.232,40.232,-1.8514,1.6039,12.319,12.291,-2.4383,-4.0278,-4.0278,-2.1853,-1.1302,-12.775,10.202,-2.8659,-3.2153,-3.2153,0.0,1,100,50
100.0,38.489,-76.726,153.41,1.5009,-22.556,9.6236,9.6236,38.487,-1.6418,-2.9319,-41.381,-50.836,40.074,40.074,-1.8651,1.3484,12.566,12.242,-2.5331,-3.964,-3.964,-2.1906,-0.88007,-13.022,10.151,-2.9515,-3.1503,-3.1503,0.0,1,100,50
100.0,38.395,-76.671,154.05,2.1103,-22.687,9.4286,9.4286,38.377,-1.6733,-3.5953,-40.876,-50.987,39.92,39.92,-1.879,1.0932,12.812,12.189,-2.6274,-3.8994,-3.8994,-2.1967,-0.63045,-13.269,10.099,-3.0366,-3.0841,-3.0841,0.0,1,100,50
100.0,38.301,-76.629,154.7,2.7171,-22.823,9.237,9.237,38.267,-1.6923,-4.2712,-40.373,-51.143,39.769,39.769,-1.8931,0.83888,13.06,12.135,-2.7206,-3.8327,-3.8327,-2.2025,-0.38026,-13.518,10.046,-3.1207,-3.0174,-3.0174,0.0,1,100,50
100.0,38.205,-76.6,155.37,3.3211,-22.964,9.0487,9.0487,38.156,-1.6988,-4.9596,-39.874,-51.304,39.621,39.621,-1.9073,0.58453,13.307,12.08,-2.8136,-3.7653,-3.7653,-2.2082,-0.13116,-13.768,9.9926,-3.2047,-2.9504,-2.9504,0.0,1,100,50
100.0,38.109,-76.584,156.04,3.9222,-23.109,8.8639,8.864,38.046,-1.693,-5.6605,-39.377,-51.468,39.477,39.477,-1.9222,0.33113,13.555,12.022,-2.9036,-3.6949,-3.6949,-2.2142,0.11652,-14.018,9.9391,-3.2868,-2.8818,-2.8818,0.0,1,100,50
100.0,38.012,-76.58,156.73,4.5203,-23.259,8.6827,8.6827,37.935,-1.6748,-6.3741,-38.882,-51.637,39.337,39.337,-1.9365,0.078137,13.805,11.963,-2.9959,-3.6252,-3.6252,-2.2199,0.36533,-14.272,9.8858,-3.3698,-2.8141,-2.8141,0.0,1,100,50
100.0,37.915,-76.588,157.44,5.1155,-23.413,8.505,8.505,37.823,-1.644,-7.1005,-38.391,-51.809,39.199,39.199,-1.9512,-0.17499,14.057,11.903,-3.087,-3.5538,-3.5538,-2.2262,0.61488,-14.528,9.8316,-3.4523,-2.7459,-2.7459,0.0,1,100,50
100.0,37.816,-76.61,158.15,5.7076,-23.572,8.3309,8.331,37.712,-1.6008,-7.8398,-37.902,-51.986,39.065,39.065,-1.9658,-0.42784,14.31,11.841,-3.178,-3.4814,-3.4814,-2.2332,0.86404,-14.785,9.7779,-3.5348,-2.6768,-2.6768,0.0,1,100,50
100.0,37.717,-76.644,158.88,6.2965,-23.736,8.1606,8.1606,37.6,-1.5451,-8.5921,-37.416,-52.167,38.935,38.935,-1.9809,-0.68042,14.564,11.779,-3.2683,-3.4075,-3.4075,-2.2389,1.1138,-15.046,9.7237,-3.6164,-2.6074,-2.6074,0.0,1,100,50
100.0,37.618,-76.691,159.62,6.8822,-23.904,7.9939,7.9939,37.487,-1.4771,-9.3573,-36.932,-52.352,38.808,38.808,-1.9961,-0.93246,14.818,11.715,-3.3576,-3.3333,-3.3333,-2.2461,1.3611,-15.305,9.6711,-3.6992,-2.5386,-2.5386,0.0,1,100,50
100.0,37.517,-76.749,160.38,7.4647,-24.076,7.8309,7.8309,37.375,-1.3972,-10.135,-36.451,-52.541,38.685,38.685,-2.0152,-1.1793,15.065,11.649,-3.4432,-3.2598,-3.2598,-2.2557,1.5968,-15.555,9.6196,-3.781,-2.4712,-2.4712,0.0,1,100,50
100.0,37.415,-76.821,161.14,8.0439,-24.252,7.6719,7.6719,37.261,-1.305,-10.926,-35.973,-52.734,38.565,38.565,-2.0321,-1.427,15.321,11.585,-3.5287,-3.1809,-3.1809,-2.2644,1.8435,-15.817,9.5693,-3.8567,-2.3996,-2.3996,0.0,1,100,50
100.0,37.313,-76.905,161.92,8.62,-24.433,7.5168,7.5168,37.148,-1.2004,-11.73,-35.497,-52.93,38.448,38.448,-2.0491,-1.676,15.579,11.52,-3.6145,-3.1014,-3.1014,-2.2735,2.092,-16.086,9.5179,-3.9327,-2.3273,-2.3273,0.0,1,100,50
100.0,37.21,-77.001,162.71,9.1927,-24.618,7.3658,7.3658,37.034,-1.0833,-12.548,-35.023,-53.131,38.336,38.336,-2.0657,-1.9261,15.843,11.455,-3.7012,-3.0204,-3.0204,-2.2826,2.3424,-16.359,9.4675,-4.0105,-2.2549,-2.2549,0.0,1,100,50
100.0,37.105,-77.11,163.52,9.7622,-24.807,7.2188,7.2188,36.919,-0.95359,-13.38,-34.553,-53.335,38.226,38.226,-2.0825,-2.1783,16.108,11.389,-3.7879,-2.9396,-2.9396,-2.2914,2.5947,-16.635,9.4164,-4.0888,-2.1824,-2.1824,0.0,1,100,50
100.0,36.999,-77.228,164.33,10.327,-24.999,7.0742,7.0742,36.803,-0.81944,-14.216,-34.083,-53.545,38.119,38.119,-2.1357,-2.3728,16.252,11.305,-3.829,-2.892,-2.892,-2.3251,2.683,-16.727,9.3964,-4.1881,-2.147,-2.147,0.0,1,100,50
100.0,36.89,-77.357,165.15,10.89,-25.193,6.9348,6.9348,36.685,-0.67513,-15.064,-33.614,-53.755,38.016,38.016,-2.1736,-2.5687,16.47,11.258,-3.8735,-2.7884,-2.7884,-2.3582,2.8862,-16.951,9.3727,-4.2032,-2.0593,-2.0593,0.0,1,100,50
100.0,36.78,-77.496,165.99,11.451,-25.389,6.8004,6.8004,36.566,-0.51984,-15.924,-33.147,-53.966,37.917,37.918,-2.2066,-2.7799,16.705,11.209,-3.925,-2.6873,-2.6873,-2.3859,3.1059,-17.196,9.346,-4.231,-1.9724,-1.9724,0.0,1,100,50
100.0,36.668,-77.646,166.84,12.009,-25.588,6.6709,6.671,36.445,-0.35305,-16.796,-32.681,-54.18,37.823,37.823,-2.2361,-3.0026,16.951,11.156,-3.9835,-2.589,-2.589,-2.4099,3.3357,-17.455,9.315,-4.2719,-1.8875,-1.8875,0.0,1,100,50
100.0,36.555,-77.808,167.7,12.564,-25.79,6.5463,6.5464,36.324,-0.17436,-17.683,-32.217,-54.396,37.733,37.733,-2.2634,-3.2345,17.21,11.101,-4.0477,-2.4925,-2.4925,-2.4309,3.5738,-17.727,9.282,-4.3219,-1.8038,-1.8038,0.0,1,100,50
100.0,36.438,-77.978,168.56,13.115,-25.994,6.4239,6.4239,36.199,0.0062246,-18.571,-31.753,-54.617,37.644,37.644,-2.3329,-3.3976,17.314,11.024,-4.0663,-2.4487,-2.4487,-2.4831,3.6117,-17.771,9.285,-4.4144,-1.7753,-1.7752,0.0,1,100,50
100.0,36.318,-78.155,169.44,13.664,-26.197,6.3068,6.3069,36.072,0.19389,-19.468,-31.288,-54.837,37.56,37.56,-2.3928,-3.5518,17.483,10.988,-4.0747,-2.341,-2.341,-2.5378,3.7533,-17.931,9.2915,-4.4053,-1.6874,-1.6874,0.0,1,100,50
100.0,36.196,-78.342,170.32,14.212,-26.402,6.1959,6.1959,35.943,0.39128,-20.375,-30.824,-55.056,37.481,37.481,-2.4415,-3.7305,17.696,10.959,-4.094,-2.2195,-2.2195,-2.5841,3.9478,-18.155,9.2912,-4.39,-1.5847,-1.5847,0.0,1,100,50
100.0,36.072,-78.538,171.22,14.758,-26.608,6.0907,6.0907,35.812,0.59933,-21.295,-30.36,-55.276,37.406,37.406,-2.4843,-3.9302,17.928,10.922,-4.1246,-2.1041,-2.1041,-2.6226,4.1611,-18.401,9.2811,-4.3956,-1.4861,-1.4861,0.0,1,100,50
100.0,35.946,-78.746,172.13,15.302,-26.817,5.9911,5.9911,35.679,0.81873,-22.229,-29.896,-55.497,37.337,37.337,-2.5229,-4.1462,18.179,10.883,-4.1653,-1.9919,-1.9919,-2.6561,4.3879,-18.669,9.2668,-4.4164,-1.3895,-1.3895,0.0,1,100,50
100.0,35.816,-78.961,173.04,15.843,-27.025,5.8943,5.8944,35.543,1.0407,-23.166,-29.432,-55.722,37.269,37.269,-2.5962,-4.3041,18.295,10.822,-4.1746,-1.9348,-1.9348,-2.717,4.4397,-18.736,9.2835,-4.4913,-1.348,-1.348,0.0,1,100,50
100.0,35.682,-79.183,173.96,16.383,-27.234,5.8025,5.8026,35.404,1.2672,-24.108,-28.966,-55.946,37.206,37.206,-2.6719,-4.4376,18.426,10.791,-4.1643,-1.8358,-1.8358,-2.7871,4.53,-18.844,9.3129,-4.4881,-1.269,-1.269,0.0,1,100,50
100.0,35.546,-79.413,174.89,16.922,-27.442,5.7176,5.7176,35.262,1.5029,-25.061,-28.5,-56.168,37.148,37.148,-2.7326,-4.5989,18.63,10.777,-4.1605,-1.6985,-1.6985,-2.8468,4.7131,-19.059,9.3307,-4.4433,-1.1523,-1.1523,0.0,1,100,50
100.0,35.407,-79.652,175.84,17.46,-27.65,5.6392,5.6393,35.117,1.7488,-26.026,-28.033,-56.389,37.096,37.096,-2.786,-4.7882,18.86,10.757,-4.17,-1.5672,-1.5672,-2.897,4.9181,-19.302,9.3392,-4.4226,-1.039,-1.039,0.0,1,100,50
100.0,35.265,-79.902,176.79,17.996,-27.86,5.5673,5.5673,34.97,2.0058,-27.004,-27.566,-56.61,37.05,37.05,-2.8339,-4.9985,19.11,10.731,-4.1912,-1.4396,-1.4396,-2.9392,5.1401,-19.568,9.3395,-4.4205,-0.92843,-0.92843,0.0,1,100,50
0.40365,35.119,-80.16,177.76,18.531,-28.069,5.499,5.499,34.82,2.2668,-27.988,-27.098,-56.834,37.006,37.007,-2.9083,-5.1628,19.251,10.685,-4.1956,-1.3658,-1.3657,-3.0051,5.2199,-19.673,9.3644,-4.476,-0.869,-0.869,0.0,1,100,50
0.40365,34.969,-80.424,178.72,19.063,-28.278,5.4348,5.4348,34.665,2.5293,-28.974,-26.627,-57.059,36.966,36.966,-3.0002,-5.2777,19.338,10.657,-4.1714,-1.2839,-1.2839,-3.0931,5.2499,-19.717,9.4145,-4.4937,-0.80555,-0.80555,0.0,1,100,50
0.40365,34.816,-80.695,179.7,19.596,-28.485,5.3784,5.3784,34.507,2.8004,-29.97,-26.154,-57.28,36.933,36.933,-3.0732,-5.4237,19.534,10.66,-4.1431,-1.1276,-1.1276,-3.1659,5.4223,-19.921,9.4516,-4.4152,-0.67127,-0.67127,0.0,1,100,50
0.40365,34.659,-80.975,-179.31,20.129,-28.692,5.3295,5.3296,34.345,3.0813,-30.978,-25.681,-57.498,36.906,36.906,-3.1379,-5.6044,19.758,10.654,-4.1279,-0.97754,-0.97753,-3.2272,5.618,-20.154,9.4761,-4.3642,-0.53952,-0.53952,0.0,1,100,50
0.40365,34.499,-81.266,-178.31,20.661,-28.898,5.288,5.288,34.181,3.373,-31.998,-25.206,-57.714,36.885,36.885,-3.1963,-5.8099,20.006,10.641,-4.1256,-0.83033,-0.83032,-3.2797,5.8342,-20.415,9.4905,-4.3321,-0.40926,-0.40926,0.0,1,100,50
0.40365,34.336,-81.565,-177.3,21.192,-29.104,5.2515,5.2515,34.014,3.6703,-33.026,-24.73,-57.932,36.869,36.869,-3.2717,-5.9858,20.176,10.612,-4.1198,-0.73116,-0.73116,-3.3495,5.9462,-20.558,9.5208,-4.3585,-0.32464,-0.32464,0.0,1,100,50
0.40365,34.166,-81.869,-176.29,21.721,-29.308,5.2173,5.2173,33.841,3.9645,-34.051,-24.25,-58.153,36.854,36.854,-3.385,-6.0705,20.191,10.581,-4.0819,-0.68272,-0.68272,-3.4612,5.8835,-20.499,9.5971,-4.4144,-0.29042,-0.29042,0.0,1,100,50
0.40341,33.993,-82.178,-175.28,22.251,-29.509,5.1922,5.1923,33.663,4.2662,-35.085,-23.767,-58.367,36.848,36.848,-3.4742,-6.1914,20.364,10.604,-4.0195,-0.50159,-0.50158,-3.5531,6.035,-20.672,9.6556,-4.2873,-0.13175,-0.13175,0.0,1,100,50
0.40341,33.815,-82.496,-174.25,22.782,-29.707,5.176,5.176,33.482,4.5769,-36.129,-23.283,-58.577,36.849,36.849,-3.554,-6.3562,20.569,10.614,-3.9678,-0.32457,-0.32456,-3.6278,6.2127,-20.879,9.6978,-4.1896,0.02534,0.02534,0.0,1,100,50
0.40341,33.634,-82.824,-173.21,23.312,-29.904,5.1684,5.1685,33.297,4.8974,-37.184,-22.796,-58.783,36.858,36.858,-3.6259,-6.5508,20.802,10.615,-3.928,-0.15147,-0.15147,-3.6928,6.4116,-21.113,9.7276,-4.1129,0.18196,0.18196,0.0,1,100,50
