SensorBelt_detectionDistance (Meters),robot1_jointAngle1 (Degrees),robot1_jointAngle2 (Degrees),robot1_jointAngle3 (Degrees),robot1_jointAngle4 (Degrees),robot1_jointAngle5 (Degrees),robot1_jointAngle6 (Degrees),robot1_jointAngle7 (Degrees),robot2_jointAngle1 (Degrees),robot2_jointAngle2 (Degrees),robot2_jointAngle3 (Degrees),robot2_jointAngle4 (Degrees),robot2_jointAngle5 (Degrees),robot2_jointAngle6 (Degrees),robot2_jointAngle7 (Degrees),robot1_joint1_velocity (Degrees/Seconds),robot1_joint2_velocity (Degrees/Seconds),robot1_joint3_velocity (Degrees/Seconds),robot1_joint4_velocity (Degrees/Seconds),robot1_joint5_velocity (Degrees/Seconds),robot1_joint6_velocity (Degrees/Seconds),robot1_joint7_velocity (Degrees/Seconds),robot2_joint1_velocity (Degrees/Seconds),robot2_joint2_velocity (Degrees/Seconds),robot2_joint3_velocity (Degrees/Seconds),robot2_joint4_velocity (Degrees/Seconds),robot2_joint5_velocity (Degrees/Seconds),robot2_joint6_velocity (Degrees/Seconds),robot2_joint7_velocity (Degrees/Seconds),beltSpeed (Centimeters/Second),torque (Newtonmeter),sensorShelf_detectionDistance (Meters),powerConsumptionGripper (Watt)
0.40341,-49.172,-81.388,121.93,147.64,-49.616,-57.538,-57.538,-70.339,-39.601,62.854,81.113,-83.183,-19.103,-19.103,4.4852,17.033,-18.778,-8.8697,13.275,-10.65,-10.65,14.849,-12.979,8.0588,-7.2397,22.176,-7.2752,-7.2752,0.0,1,100,0
0.40341,-48.935,-80.527,120.98,147.21,-48.931,-58.067,-58.067,-69.579,-40.257,63.264,80.754,-82.052,-19.458,-19.458,4.7356,17.211,-18.917,-8.5642,13.697,-10.575,-10.575,15.211,-13.105,8.2088,-7.1852,22.631,-7.0849,-7.0849,0.0,1,100,0
0.40341,-48.685,-79.658,120.03,146.8,-48.225,-58.592,-58.592,-68.8,-40.917,63.682,80.396,-80.897,-19.802,-19.802,4.9916,17.383,-19.049,-8.2574,14.119,-10.499,-10.499,15.581,-13.21,8.3507,-7.1437,23.09,-6.8966,-6.8966,0.0,1,100,0
0.40341,-48.423,-78.78,119.07,146.4,-47.498,-59.113,-59.113,-68.002,-41.581,64.106,80.041,-79.72,-20.138,-20.138,5.2528,17.55,-19.177,-7.9501,14.537,-10.422,-10.422,15.959,-13.289,8.4834,-7.1125,23.555,-6.7119,-6.7119,0.0,1,100,0
0.40341,-48.147,-77.895,118.11,146.02,-46.75,-59.63,-59.63,-67.185,-42.249,64.536,79.686,-78.519,-20.464,-20.464,5.52,17.712,-19.296,-7.6416,14.953,-10.343,-10.343,16.341,-13.343,8.6054,-7.0945,24.022,-6.5285,-6.5285,0.0,1,100,0
0.40341,-47.857,-77.001,117.14,145.65,-45.982,-60.143,-60.143,-66.348,-42.917,64.972,79.332,-77.294,-20.782,-20.782,5.7934,17.868,-19.411,-7.3332,15.367,-10.262,-10.262,16.732,-13.37,8.7183,-7.0865,24.496,-6.3491,-6.3491,0.0,1,100,0
0.40341,-47.553,-76.101,116.16,145.3,-45.193,-60.652,-60.652,-65.492,-43.586,65.413,78.977,-76.045,-21.091,-21.091,6.0728,18.017,-19.518,-7.0247,15.779,-10.181,-10.181,17.127,-13.37,8.8216,-7.0903,24.975,-6.1728,-6.1728,0.0,1,100,0
0.40341,-47.235,-75.192,115.18,144.96,-44.384,-61.157,-61.157,-64.615,-44.253,65.859,78.622,-74.772,-21.391,-21.391,6.3589,18.162,-19.618,-6.7179,16.191,-10.099,-10.099,17.53,-13.341,8.9138,-7.1059,25.459,-5.9997,-5.9997,0.0,1,100,0
0.40341,-46.903,-74.277,114.19,144.64,-43.553,-61.658,-61.658,-63.718,-44.917,66.309,78.265,-73.475,-21.682,-21.682,6.652,18.299,-19.714,-6.4108,16.601,-10.017,-10.017,17.937,-13.281,8.997,-7.1295,25.95,-5.8313,-5.8313,0.0,1,100,0
0.40341,-46.555,-73.356,113.2,144.34,-42.703,-62.154,-62.154,-62.801,-45.576,66.762,77.907,-72.152,-21.965,-21.965,6.9522,18.43,-19.8,-6.1056,17.009,-9.9323,-9.9323,18.348,-13.187,9.0675,-7.1632,26.446,-5.6662,-5.6662,0.0,1,100,0
0.40341,-46.192,-72.428,112.21,144.05,-41.832,-62.647,-62.647,-61.863,-46.229,67.218,77.547,-70.805,-22.241,-22.241,7.2589,18.554,-19.88,-5.8024,17.417,-9.8479,-9.848,18.764,-13.059,9.1272,-7.2049,26.949,-5.5057,-5.5057,0.0,1,100,0
0.40341,-45.814,-71.495,111.21,143.77,-40.941,-63.135,-63.135,-60.904,-46.874,67.677,77.184,-69.432,-22.508,-22.508,7.5735,18.671,-19.952,-5.5013,17.824,-9.7633,-9.7633,19.182,-12.895,9.1754,-7.2533,27.46,-5.3515,-5.3515,0.0,1,100,0
0.40341,-45.419,-70.556,110.21,143.51,-40.029,-63.619,-63.619,-59.924,-47.508,68.138,76.819,-68.033,-22.768,-22.768,7.8959,18.781,-20.018,-5.2027,18.232,-9.6774,-9.6774,19.604,-12.694,9.2123,-7.3076,27.976,-5.2015,-5.2015,0.0,1,100,0
0.40341,-45.008,-69.612,109.21,143.27,-39.097,-64.098,-64.099,-58.922,-48.131,68.6,76.451,-66.608,-23.021,-23.021,8.2262,18.882,-20.077,-4.9076,18.639,-9.5925,-9.5925,20.029,-12.451,9.2373,-7.3651,28.503,-5.0603,-5.0603,0.0,1,100,0
0.40341,-44.579,-68.663,108.2,143.04,-38.145,-64.574,-64.574,-57.9,-48.739,69.062,76.079,-65.156,-23.268,-23.268,8.5647,18.976,-20.124,-4.6158,19.047,-9.5058,-9.5058,20.452,-12.167,9.2467,-7.4255,29.036,-4.9235,-4.9235,0.0,1,100,0
0.40341,-44.134,-67.71,107.19,142.82,-37.172,-65.045,-65.045,-56.856,-49.331,69.524,75.705,-63.677,-23.507,-23.507,8.9118,19.06,-20.167,-4.3279,19.455,-9.4198,-9.4198,20.877,-11.838,9.2451,-7.4849,29.578,-4.7957,-4.7957,0.0,1,100,0
0.40341,-43.67,-66.753,106.18,142.62,-36.179,-65.511,-65.511,-55.791,-49.904,69.986,75.328,-62.171,-23.741,-23.741,9.2676,19.135,-20.2,-4.0448,19.864,-9.3339,-9.3339,21.301,-11.462,9.2292,-7.5413,30.13,-4.6773,-4.6773,0.0,1,100,0
0.40341,-43.189,-65.793,105.17,142.43,-35.165,-65.974,-65.974,-54.704,-50.456,70.445,74.949,-60.636,-23.97,-23.97,9.6325,19.202,-20.223,-3.767,20.275,-9.2483,-9.2483,21.725,-11.037,9.1978,-7.592,30.695,-4.5689,-4.5689,0.0,1,100,0
0.40341,-42.688,-64.83,104.16,142.25,-34.131,-66.432,-66.432,-53.597,-50.984,70.903,74.567,-59.072,-24.193,-24.193,10.007,19.257,-20.241,-3.4938,20.688,-9.1637,-9.1637,22.148,-10.56,9.1526,-7.6314,31.272,-4.4724,-4.4724,0.0,1,100,0
0.40341,-42.169,-63.865,103.15,142.09,-33.076,-66.886,-66.886,-52.469,-51.486,71.358,74.184,-57.479,-24.413,-24.413,10.391,19.302,-20.246,-3.2258,21.102,-9.079,-9.079,22.565,-10.029,9.09,-7.6591,31.858,-4.3872,-4.3872,0.0,1,100,0
0.40341,-41.63,-62.898,102.13,141.95,-32.0,-67.336,-67.336,-51.32,-51.958,71.808,73.801,-55.856,-24.629,-24.628,10.784,19.336,-20.244,-2.9646,21.519,-8.9959,-8.9959,22.982,-9.4395,9.0101,-7.6676,32.462,-4.3175,-4.3175,0.0,1,100,0
0.40341,-41.07,-61.93,101.12,141.81,-30.903,-67.782,-67.782,-50.15,-52.397,72.254,73.418,-54.202,-24.842,-24.842,11.189,19.358,-20.232,-2.7086,21.939,-8.9149,-8.9149,23.394,-8.7894,8.9126,-7.6516,33.081,-4.2646,-4.2646,0.0,1,100,0
0.40341,-40.49,-60.962,100.11,141.69,-29.785,-68.223,-68.223,-48.96,-52.801,72.694,73.038,-52.516,-25.053,-25.053,11.603,19.367,-20.211,-2.4589,22.362,-8.8361,-8.8361,23.801,-8.0762,8.7951,-7.6058,33.72,-4.2302,-4.2302,0.0,1,100,0
0.40341,-39.889,-59.994,99.103,141.58,-28.646,-68.661,-68.661,-47.75,-53.166,73.126,72.662,-50.797,-25.264,-25.264,12.028,19.363,-20.182,-2.2152,22.788,-8.7611,-8.7611,24.207,-7.2944,8.6578,-7.5215,34.381,-4.2182,-4.2182,0.0,1,100,0
0.40341,-39.265,-59.027,98.096,141.48,-27.485,-69.096,-69.096,-46.519,-53.488,73.551,72.292,-49.044,-25.476,-25.476,12.464,19.345,-20.141,-1.9769,23.217,-8.6892,-8.6892,24.605,-6.4417,8.4962,-7.3942,35.062,-4.2297,-4.2297,0.0,1,100,0
0.40341,-38.62,-58.061,97.092,141.39,-26.302,-69.527,-69.527,-45.269,-53.763,73.967,71.931,-47.256,-25.689,-25.689,12.911,19.314,-20.092,-1.7433,23.651,-8.623,-8.623,25.001,-5.5141,8.3096,-7.2115,35.772,-4.2688,-4.2688,0.0,1,100,0
0.40341,-37.951,-57.097,96.09,141.31,-25.098,-69.955,-69.955,-44.0,-53.989,74.371,71.583,-45.43,-25.906,-25.906,13.37,19.268,-20.035,-1.5141,24.087,-8.5648,-8.5648,25.394,-4.5044,8.0961,-6.9632,36.516,-4.3415,-4.3415,0.0,1,100,0
0.40341,-37.259,-56.137,95.091,141.25,-23.871,-70.381,-70.381,-42.71,-54.159,74.764,71.251,-43.565,-26.129,-26.129,13.841,19.21,-19.969,-1.2857,24.528,-8.5167,-8.5167,25.787,-3.4116,7.8532,-6.6387,37.294,-4.4501,-4.4501,0.0,1,100,0
0.40341,-36.543,-55.18,94.097,141.2,-22.623,-70.805,-70.805,-41.401,-54.271,75.143,70.94,-41.659,-26.359,-26.359,14.324,19.138,-19.899,-1.0565,24.972,-8.4817,-8.4817,26.181,-2.226,7.5754,-6.2205,38.119,-4.6019,-4.6019,0.0,1,100,0
0.40341,-35.802,-54.227,93.105,141.16,-21.352,-71.228,-71.228,-40.072,-54.318,75.506,70.655,-39.71,-26.599,-26.599,14.82,19.055,-19.822,-0.82208,25.419,-8.4633,-8.4633,26.576,-0.94434,7.2598,-5.6982,38.988,-4.8009,-4.8009,0.0,1,100,0
0.40341,-35.036,-53.279,92.118,141.13,-20.058,-71.652,-71.652,-38.723,-54.296,75.851,70.403,-37.714,-26.852,-26.852,15.328,18.964,-19.745,-0.57701,25.868,-8.4689,-8.4689,26.982,0.4441,6.9004,-5.0475,39.92,-5.0568,-5.0568,0.0,1,100,0
0.40341,-34.243,-52.336,91.135,141.11,-18.743,-72.077,-72.077,-37.353,-54.198,76.175,70.191,-35.668,-27.12,-27.12,15.851,18.869,-19.669,-0.31446,26.318,-8.5044,-8.5044,27.402,1.9489,6.4885,-4.2496,40.922,-5.3764,-5.3764,0.0,1,100,0
0.40341,-33.424,-51.397,90.155,141.11,-17.404,-72.506,-72.506,-35.961,-54.019,76.476,70.027,-33.567,-27.409,-27.409,16.387,18.78,-19.602,-0.02131,26.766,-8.5816,-8.5816,27.843,3.5807,6.0179,-3.279,42.007,-5.7699,-5.7699,0.0,1,100,0
0.40341,-32.577,-50.461,89.177,141.13,-16.044,-72.942,-72.942,-34.545,-53.751,76.75,69.921,-31.408,-27.721,-27.721,16.938,18.708,-19.555,0.31692,27.211,-8.7142,-8.7142,28.319,5.3584,5.4749,-2.107,43.197,-6.2485,-6.2485,0.0,1,100,0
0.40341,-31.702,-49.528,88.2,141.16,-14.661,-73.388,-73.388,-33.103,-53.386,76.992,69.886,-29.182,-28.062,-28.062,17.504,18.672,-19.537,0.72209,27.646,-8.92,-8.92,28.838,7.3017,4.8406,-0.70337,44.506,-6.8217,-6.8217,0.0,1,100,0
0.40341,-30.797,-48.592,87.221,141.22,-13.258,-73.849,-73.849,-31.632,-52.914,77.197,69.935,-26.884,-28.438,-28.438,18.085,18.704,-19.573,1.2281,28.065,-9.227,-9.227,29.421,9.442,4.0931,0.97043,45.966,-7.5027,-7.5027,0.0,1,100,0
0.40341,-29.863,-47.65,86.237,141.32,-11.835,-74.333,-74.333,-30.128,-52.323,77.357,70.082,-24.503,-28.853,-28.853,18.682,18.854,-19.69,1.8829,28.456,-9.6726,-9.6726,30.09,11.826,3.1963,2.9501,47.612,-8.303,-8.303,0.0,1,100,0
0.40341,-28.899,-46.69,85.24,141.46,-10.395,-74.848,-74.848,-28.584,-51.597,77.461,70.346,-22.029,-29.314,-29.314,19.29,19.199,-19.94,2.7564,28.801,-10.308,-10.308,30.87,14.52,2.0958,5.2698,49.481,-9.2253,-9.2253,0.0,1,100,0
0.40341,-27.904,-45.696,84.22,141.65,-8.9421,-75.409,-75.409,-26.995,-50.715,77.497,70.743,-19.448,-29.827,-29.827,19.906,19.869,-20.401,3.9588,29.065,-11.209,-11.209,31.791,17.63,0.71212,7.945,51.616,-10.262,-10.262,0.0,1,100,0
0.40341,-26.878,-44.643,83.16,141.94,-7.4825,-76.032,-76.032,-25.352,-49.65,77.443,71.289,-16.748,-30.395,-30.395,20.509,21.07,-21.189,5.654,29.192,-12.47,-12.47,32.86,21.3,-1.0801,10.931,54.017,-11.364,-11.364,0.0,1,100,0
0.40341,-25.825,-43.486,82.035,142.34,-6.0289,-76.743,-76.743,-23.649,-48.362,77.27,71.993,-13.916,-31.016,-31.016,21.062,23.134,-22.498,8.0872,29.072,-14.218,-14.218,34.059,25.756,-3.4667,14.064,56.633,-12.409,-12.409,0.0,1,100,0
0.40341,-24.751,-42.159,80.806,142.92,-4.603,-77.571,-77.571,-21.887,-46.8,76.935,72.836,-10.958,-31.671,-31.671,21.476,26.534,-24.585,11.571,28.519,-16.557,-16.557,35.234,31.245,-6.6896,16.877,59.16,-13.102,-13.102,0.0,1,100,0
0.40341,-23.672,-40.572,79.422,143.74,-3.2402,-78.542,-78.542,-20.088,-44.907,76.388,73.755,-7.9174,-32.315,-32.315,21.588,31.741,-27.683,16.347,27.256,-19.425,-19.425,35.971,37.852,-10.937,18.365,60.81,-12.877,-12.877,0.0,1,100,0
0.40341,-22.612,-38.641,77.839,144.84,-1.9867,-79.658,-79.658,-18.312,-42.658,75.59,74.605,-4.9075,-32.863,-32.863,21.186,38.621,-31.657,22.106,25.069,-22.325,-22.325,35.525,44.996,-15.971,17.002,60.198,-10.971,-10.971,0.0,1,100,0
0.40341,-21.602,-36.363,76.062,146.21,-0.87395,-80.871,-80.871,-16.648,-40.108,74.555,75.193,-2.0944,-33.217,-33.217,20.218,45.566,-35.535,27.457,22.256,-24.256,-24.256,33.291,50.995,-20.703,11.772,56.263,-7.069,-7.069,0.0,1,100,0
0.40341,-20.65,-33.854,74.164,147.74,0.11622,-82.098,-82.098,-15.159,-37.4,73.367,75.379,0.40928,-33.318,-33.318,19.04,50.179,-37.972,30.595,19.803,-24.532,-24.532,29.77,54.166,-23.755,3.7117,50.073,-2.0317,-2.0317,0.0,1,100,0
0.40341,-19.739,-31.28,72.24,149.29,1.046,-83.27,-83.27,-13.846,-34.676,72.13,75.136,2.618,-33.178,-33.178,18.206,51.488,-38.468,30.919,18.595,-23.446,-23.446,26.27,54.467,-24.729,-4.8665,44.173,2.8105,2.8105,0.0,1,100,0
0.40341,-18.839,-28.767,70.366,150.75,1.9851,-84.355,-84.355,-12.664,-32.023,70.919,74.512,4.623,-32.838,-32.838,18.015,50.261,-37.485,29.125,18.782,-21.693,-21.693,23.624,53.058,-24.22,-12.467,40.101,6.8036,6.8036,0.0,1,100,0
0.40341,-17.932,-27.194,69.264,151.73,3.2451,-85.019,-85.019,-11.924,-30.522,70.26,73.743,5.8151,-32.603,-32.603,18.136,31.446,-22.048,19.634,25.2,-13.287,-13.287,14.8,30.019,-13.188,-15.383,23.842,4.693,4.693,0.0,1,100,0
0.40341,-17.072,-26.827,69.16,152.2,4.7998,-85.207,-85.207,-11.702,-30.52,70.304,73.149,6.0097,-32.677,-32.677,17.202,7.3538,-2.0828,9.4377,31.095,-3.7664,-3.7664,4.4384,0.052456,0.87262,-11.888,3.892,-1.4773,-1.4773,0.0,1,100,0
0.40341,-16.344,-26.499,69.07,152.62,6.0811,-85.361,-85.361,-11.532,-30.52,70.336,72.605,6.1266,-32.702,-32.702,14.561,6.5479,-1.7922,8.4771,25.626,-3.0773,-3.0773,3.4075,-0.0028687,0.65488,-10.865,2.3375,-0.50864,-0.50864,0.0,1,100,0
0.40341,-15.739,-26.211,68.994,153.0,7.1457,-85.494,-85.494,-11.404,-30.522,70.363,72.1,6.1936,-32.697,-32.697,12.092,5.7616,-1.5237,7.5941,21.292,-2.6523,-2.6523,2.5562,-0.047743,0.5303,-10.105,1.3416,0.10942,0.10942,0.0,1,100,0
0.40341,-15.237,-25.962,68.93,153.35,8.0334,-85.611,-85.611,-11.309,-30.527,70.385,71.628,6.2274,-32.668,-32.668,10.036,4.9814,-1.2693,6.8332,17.753,-2.3417,-2.3417,1.9084,-0.093095,0.45107,-9.4425,0.67434,0.57415,0.57408,0.0,1,100,0
0.40341,-14.82,-25.751,68.879,153.65,8.7754,-85.716,-85.716,-11.238,-30.534,70.405,71.185,6.239,-32.621,-32.621,8.3488,4.2283,-1.0314,6.1838,14.841,-2.1056,-2.1056,1.4217,-0.13756,0.40052,-8.8525,0.23283,0.93615,0.93615,0.0,1,100,0
0.40341,-14.472,-25.574,68.838,153.94,9.397,-85.812,-85.812,-11.185,-30.543,70.424,70.769,6.2367,-32.56,-32.56,6.9622,3.5243,-0.8132,5.6324,12.431,-1.9246,-1.9246,1.0581,-0.17656,0.36856,-8.3296,-0.046761,1.2216,1.2216,0.0,1,100,0
0.40341,-14.181,-25.431,68.807,154.19,9.9186,-85.902,-85.902,-11.146,-30.553,70.441,70.376,6.226,-32.488,-32.488,5.8205,2.8754,-0.61431,5.1636,10.431,-1.7843,-1.7843,0.78737,-0.21167,0.35203,-7.8667,-0.21409,1.4483,1.4483,0.0,1,100,0
0.40341,-13.937,-25.316,68.786,154.43,10.357,-85.985,-85.985,-11.116,-30.565,70.459,70.003,6.2109,-32.406,-32.406,4.8768,2.2872,-0.43495,4.765,8.7676,-1.6757,-1.6757,0.5854,-0.24165,0.34329,-7.4603,-0.30163,1.6282,1.6282,0.0,1,100,0
0.40341,-13.732,-25.228,68.772,154.65,10.726,-86.065,-86.065,-11.094,-30.579,70.476,69.647,6.1941,-32.318,-32.318,4.0951,1.7574,-0.27389,4.4254,7.3802,-1.5903,-1.5903,0.43551,-0.26966,0.34274,-7.1031,-0.3358,1.7713,1.7713,0.0,1,100,0
0.40341,-13.56,-25.164,68.765,154.86,11.037,-86.141,-86.141,-11.078,-30.593,70.493,69.308,6.1775,-32.224,-32.223,3.445,1.2878,-0.13114,4.1355,6.2193,-1.524,-1.524,0.32476,-0.29015,0.34561,-6.791,-0.33205,1.8861,1.8861,0.0,1,100,0
0.40341,-13.415,-25.121,68.765,155.06,11.299,-86.215,-86.215,-11.066,-30.609,70.511,68.982,6.1622,-32.125,-32.125,2.9047,0.86945,-0.0038249,3.888,5.2477,-1.4703,-1.4703,0.24249,-0.31098,0.35244,-6.5172,-0.30635,1.977,1.977,0.0,1,100,0
0.40341,-13.292,-25.095,68.771,155.24,11.521,-86.286,-86.286,-11.057,-30.625,70.529,68.668,6.1489,-32.022,-32.022,2.453,0.50175,0.10805,3.6757,4.4321,-1.4279,-1.4279,0.18238,-0.32812,0.3605,-6.2782,-0.26555,2.0494,2.0494,0.0,1,100,0
0.40341,-13.188,-25.087,68.781,155.41,11.708,-86.356,-86.356,-11.05,-30.643,70.547,68.365,6.138,-31.917,-31.917,2.0756,0.17782,0.20887,3.4932,3.7474,-1.3932,-1.3932,0.13689,-0.34356,0.36992,-6.0683,-0.21802,2.1063,2.1064,0.0,1,100,0
0.40341,-13.1,-25.092,68.796,155.58,11.867,-86.424,-86.424,-11.045,-30.66,70.566,68.071,6.1297,-31.809,-31.809,1.759,-0.10437,0.29424,3.3367,3.17,-1.3648,-1.3648,0.10518,-0.35524,0.37935,-5.8848,-0.16601,2.1521,2.1521,0.0,1,100,0
0.40341,-13.025,-25.109,68.814,155.74,12.001,-86.491,-86.491,-11.041,-30.679,70.586,67.784,6.124,-31.7,-31.7,1.4936,-0.35073,0.37061,3.2014,2.6836,-1.3412,-1.3412,0.081177,-0.36664,0.3885,-5.7233,-0.114,2.1873,2.1872,0.0,1,100,0
0.40341,-12.962,-25.138,68.836,155.89,12.115,-86.557,-86.557,-11.038,-30.697,70.605,67.505,6.1208,-31.589,-31.589,1.2704,-0.56554,0.43686,3.084,2.2733,-1.3215,-1.3215,0.063538,-0.37614,0.39806,-5.5812,-0.064195,2.2142,2.2142,0.0,1,100,0
0.40341,-12.908,-25.175,68.861,156.04,12.211,-86.622,-86.622,-11.035,-30.717,70.626,67.232,6.1199,-31.478,-31.477,1.0823,-0.75224,0.49546,2.9823,1.927,-1.304,-1.304,0.05097,-0.38529,0.40694,-5.456,-0.017716,2.2339,2.2339,0.0,1,100,0
0.40341,-12.862,-25.221,68.888,156.19,12.293,-86.687,-86.687,-11.033,-30.736,70.647,66.965,6.1212,-31.365,-31.365,0.92385,-0.91204,0.54437,2.8941,1.633,-1.2891,-1.2891,0.042313,-0.39151,0.41473,-5.3443,0.026441,2.2497,2.2497,0.0,1,100,0
0.40341,-12.822,-25.273,68.918,156.33,12.362,-86.751,-86.751,-11.031,-30.756,70.668,66.703,6.1245,-31.252,-31.252,0.79013,-1.0515,0.58822,2.8168,1.385,-1.2756,-1.2756,0.035141,-0.39895,0.42279,-5.2454,0.065305,2.2594,2.2595,0.0,1,100,0
0.40341,-12.788,-25.332,68.949,156.47,12.421,-86.814,-86.814,-11.03,-30.776,70.689,66.445,6.1295,-31.139,-31.139,0.67667,-1.171,0.6251,2.7493,1.1748,-1.2634,-1.2634,0.030719,-0.40353,0.42825,-5.1571,0.10021,2.2658,2.2658,0.0,1,100,0
0.40341,-12.759,-25.396,68.982,156.6,12.47,-86.876,-86.876,-11.028,-30.797,70.711,66.191,6.136,-31.025,-31.025,0.58157,-1.2739,0.65761,2.6897,0.99666,-1.2522,-1.2522,0.026347,-0.4092,0.43508,-5.0773,0.13069,2.2687,2.2687,0.0,1,100,0
0.40341,-12.734,-25.464,69.016,156.73,12.513,-86.938,-86.938,-11.027,-30.817,70.733,65.941,6.1439,-30.912,-30.912,0.5004,-1.3608,0.68425,2.6373,0.84544,-1.2417,-1.2417,0.023957,-0.41275,0.44027,-5.005,0.15776,2.2697,2.2697,0.0,1,100,0
0.40341,-12.713,-25.535,69.051,156.86,12.549,-87.0,-87.0,-11.026,-30.838,70.755,65.694,6.153,-30.798,-30.798,0.43129,-1.4352,0.70706,2.5911,0.71743,-1.232,-1.232,0.021566,-0.41562,0.44437,-4.94,0.18107,2.2678,2.2678,0.0,1,100,0
0.40341,-12.694,-25.61,69.088,156.99,12.579,-87.061,-87.061,-11.025,-30.859,70.777,65.45,6.163,-30.685,-30.685,0.37359,-1.497,0.72673,2.5498,0.60784,-1.2227,-1.2227,0.01962,-0.41767,0.44751,-4.8803,0.20129,2.2644,2.2644,0.0,1,100,0
0.40341,-12.678,-25.688,69.125,157.12,12.605,-87.122,-87.122,-11.024,-30.88,70.8,65.209,6.1739,-30.572,-30.572,0.32416,-1.551,0.74326,2.5127,0.51628,-1.2135,-1.2135,0.017451,-0.42163,0.45148,-4.8251,0.21666,2.2587,2.2587,0.0,1,100,0
0.40341,-12.664,-25.768,69.163,157.24,12.627,-87.182,-87.182,-11.023,-30.901,70.823,64.97,6.1854,-30.46,-30.46,0.28226,-1.5947,0.75597,2.4794,0.4379,-1.2047,-1.2047,0.016119,-0.42258,0.45311,-4.774,0.23085,2.2524,2.2524,0.0,1,100,0
0.40341,-12.651,-25.849,69.201,157.36,12.645,-87.242,-87.242,-11.023,-30.923,70.845,64.734,6.1975,-30.347,-30.347,0.24631,-1.6306,0.76648,2.4493,0.37148,-1.1961,-1.1961,0.014207,-0.42402,0.4553,-4.7266,0.24209,2.2444,2.2444,0.0,1,100,0
0.40341,-12.64,-25.932,69.24,157.48,12.661,-87.301,-87.301,-11.022,-30.944,70.868,64.5,6.21,-30.236,-30.236,0.21653,-1.6613,0.77591,2.4223,0.31591,-1.1872,-1.1872,0.011731,-0.42579,0.45735,-4.682,0.25004,2.235,2.235,0.0,1,100,0
0.40341,-12.631,-26.016,69.279,157.6,12.674,-87.36,-87.36,-11.022,-30.965,70.891,64.268,6.2229,-30.124,-30.124,0.19068,-1.6838,0.78137,2.3974,0.26768,-1.1793,-1.1793,0.011116,-0.42511,0.45708,-4.6397,0.2576,2.226,2.226,0.0,1,100,0
0.40341,-12.622,-26.101,69.318,157.72,12.686,-87.419,-87.419,-11.021,-30.986,70.914,64.038,6.236,-30.014,-30.014,0.16893,-1.7015,0.78629,2.3744,0.2271,-1.1711,-1.1711,0.0089646,-0.42504,0.45721,-4.5999,0.26296,2.2156,2.2156,0.0,1,100,0
0.40341,-12.615,-26.187,69.358,157.84,12.695,-87.477,-87.477,-11.021,-31.008,70.937,63.81,6.2493,-29.903,-29.903,0.15045,-1.7166,0.79012,2.3529,0.19401,-1.1628,-1.1628,0.0063521,-0.42675,0.45858,-4.5616,0.26502,2.2038,2.2038,0.0,1,100,0
0.40341,-12.608,-26.274,69.397,157.96,12.704,-87.535,-87.535,-11.021,-31.029,70.96,63.583,6.2626,-29.794,-29.794,0.13519,-1.7267,0.79217,2.3332,0.16536,-1.1542,-1.1542,0.0046445,-0.42675,0.45776,-4.5245,0.26665,2.1921,2.1921,0.0,1,100,0
0.40341,-12.602,-26.36,69.437,158.07,12.711,-87.592,-87.592,-11.02,-31.05,70.983,63.359,6.2761,-29.685,-29.685,0.12142,-1.7315,0.79258,2.3146,0.14067,-1.1465,-1.1465,0.002493,-0.42402,0.45612,-4.4892,0.26875,2.1804,2.1804,0.0,1,100,0
0.40341,-12.597,-26.447,69.476,158.19,12.717,-87.649,-87.649,-11.02,-31.071,71.005,63.136,6.2895,-29.576,-29.576,0.10991,-1.7346,0.79176,2.2974,0.12043,-1.1386,-1.1386,0.00087085,-0.42354,0.45544,-4.4549,0.26816,2.1679,2.1679,0.0,1,100,0
0.40341,-12.592,-26.534,69.516,158.3,12.722,-87.705,-87.705,-11.021,-31.093,71.028,62.915,6.3028,-29.469,-29.469,0.10124,-1.736,0.7908,2.281,0.10399,-1.1303,-1.1303,-0.0022027,-0.4232,0.45393,-4.4212,0.26622,2.1546,2.1546,0.0,1,100,0
0.40341,-12.587,-26.62,69.555,158.41,12.727,-87.761,-87.761,-11.021,-31.114,71.051,62.696,6.316,-29.362,-29.362,0.092925,-1.734,0.78875,2.2652,0.090107,-1.1223,-1.1223,-0.004064,-0.42245,0.45243,-4.3884,0.26382,2.1412,2.1412,0.0,1,100,0
0.40341,-12.583,-26.707,69.595,158.53,12.73,-87.817,-87.817,-11.021,-31.135,71.073,62.478,6.329,-29.255,-29.255,0.086077,-1.7297,0.78547,2.2501,0.078564,-1.1146,-1.1146,-0.0066424,-0.42006,0.45025,-4.3563,0.26149,2.1279,2.1279,0.0,1,100,0
0.40341,-12.579,-26.793,69.634,158.64,12.734,-87.873,-87.873,-11.022,-31.156,71.096,62.262,6.3419,-29.15,-29.15,0.080852,-1.7244,0.78274,2.2359,0.069104,-1.1061,-1.1061,-0.0090671,-0.4189,0.4482,-4.3246,0.25764,2.1137,2.1137,0.0,1,100,0
0.40341,-12.575,-26.879,69.673,158.75,12.737,-87.927,-87.927,-11.022,-31.176,71.118,62.047,6.3546,-29.045,-29.045,0.075798,-1.7166,0.77769,2.2215,0.061438,-1.099,-1.099,-0.011372,-0.41698,0.4456,-4.2935,0.25382,2.0998,2.0998,0.0,1,100,0
